cod_proposta;cod_cliente;cod_colaborador;data_entrada_proposta;horario_entrada_proposta;taxa_juros_mensal;valor_proposta;valor_financiamento;valor_entrada;valor_prestacao;quantidade_parcelas;carencia;status_proposta
671;592;6;27/04/2011;01:58:33;0.0174;156914.78;207172.35;50257.57;8645.66;22;2;Em análise
1622;539;6;06/02/2021;09:13:35;0.0181;1636.69;1952.81;316.12;37.15;89;1;Em análise
387;555;7;05/07/2012;12:54:05;0.0093;141256.48;166243.96;24987.48;1958.62;120;5;Em análise
595;469;7;16/06/2018;04:28:43;0.0083;96236.52;139447.52;43211.00;1636.65;81;5;Em análise
939;213;7;29/05/2015;00:59:18;0.0165;14734.15;25810.81;11076.66;377.88;63;4;Em análise
1433;495;7;12/08/2013;04:15:35;0.009;129773.93;230460.81;100686.88;2208.42;84;1;Em análise
1991;599;7;20/06/2018;12:59:34;0.025;12543.90;19414.09;6870.19;345.05;97;4;Em análise
624;69;8;06/01/2018;07:51:33;0.0224;79888.67;109159.52;29270.85;2102.34;86;4;Em análise
1139;753;8;11/06/2018;22:36:09;0.0173;64453.97;80451.88;15997.91;1349.71;102;1;Em análise
1678;598;8;26/08/2013;22:45:30;0.0228;71043.04;136473.69;65430.65;1914.51;83;5;Em análise
1795;418;8;13/06/2018;15:27:06;0.0125;86193.08;119993.16;33800.08;2699.62;41;5;Em análise
201;729;9;02/03/2010;07:15:51;0.0134;12337.35;18284.34;5946.99;254.10;79;1;Em análise
235;822;9;07/09/2015;13:21:59;0.0249;84777.07;126949.86;42172.79;3533.07;37;5;Em análise
342;762;9;29/01/2022;13:36:45;0.0195;78781.21;155280.70;76499.49;2101.40;68;4;Em análise
1233;194;9;09/04/2018;04:18:29;0.022;200859.74;241023.80;40164.06;7171.81;44;2;Em análise
1315;349;9;11/07/2013;01:46:06;0.0225;14077.40;18349.97;4272.57;343.31;115;1;Em análise
1951;48;9;09/09/2015;22:13:42;0.0187;119479.89;168946.42;49466.53;2541.78;114;4;Em análise
486;482;10;18/07/2022;20:48:45;0.0126;125288.10;151666.94;26378.84;2085.24;113;3;Em análise
980;703;10;01/10/2010;11:10:59;0.0126;104619.55;125779.06;21159.51;1695.58;120;0;Em análise
1161;466;10;25/02/2012;10:38:52;0.0243;135995.57;202864.43;66868.86;3904.88;78;3;Em análise
1305;969;10;17/04/2021;22:53:35;0.0154;57348.29;109760.41;52412.12;3672.29;18;6;Em análise
1357;173;10;19/07/2011;13:36:58;0.0097;46434.67;80919.20;34484.53;1901.75;28;3;Em análise
1494;162;10;09/04/2019;02:26:52;0.0186;168631.68;212208.65;43576.97;8001.32;27;2;Em análise
1596;118;10;24/09/2011;11:16:44;0.013;127549.13;159760.66;32211.53;2738.76;72;1;Em análise
1025;847;11;22/08/2017;13:05:40;0.0223;59509.83;91298.96;31789.13;2108.66;45;6;Em análise
1107;980;11;18/11/2022;17:45:26;0.0159;19349.66;36140.87;16791.21;412.13;87;6;Em análise
1428;924;11;28/05/2012;08:59:28;0.0245;24740.02;39246.81;14506.79;681.44;91;0;Em análise
1451;365;11;18/03/2017;19:49:18;0.0166;131772.22;184433.19;52660.97;3301.06;66;4;Em análise
1534;708;11;05/05/2018;22:53:38;0.0213;37921.27;51609.70;13688.43;1861.36;27;0;Em análise
1610;821;11;07/06/2016;16:20:11;0.0216;81996.21;154433.47;72437.26;7301.79;13;5;Em análise
1904;593;11;02/02/2019;09:43:10;0.0082;59032.85;81907.29;22874.44;807.66;112;6;Em análise
45;298;12;24/11/2021;10:34:29;0.0249;90801.17;167563.10;76761.93;2431.68;108;0;Em análise
518;133;12;20/01/2010;07:48:50;0.0182;165817.19;219868.31;54051.12;5079.15;50;1;Em análise
1197;282;12;19/08/2018;06:28:17;0.0086;32204.60;40053.55;7848.95;461.61;107;6;Em análise
1218;948;12;11/02/2018;17:39:17;0.0236;100896.21;142068.35;41172.14;2569.64;112;5;Em análise
1232;235;12;22/01/2013;08:20:15;0.0188;105870.62;183510.02;77639.40;18824.17;6;2;Em análise
1319;960;12;04/06/2015;14:54:22;0.0193;31979.26;38086.40;6107.14;5695.64;6;4;Em análise
1719;276;12;29/07/2018;04:11:23;0.0112;119323.20;189724.55;70401.35;3717.42;40;1;Em análise
57;950;13;28/03/2013;23:21:05;0.0113;107840.65;144234.53;36393.88;2039.35;81;2;Em análise
202;813;13;16/09/2022;22:30:47;0.0177;102638.11;198722.53;96084.42;3377.34;44;5;Em análise
328;835;13;06/01/2015;09:04:26;0.0146;31142.43;61877.24;30734.81;602.33;97;1;Em análise
857;182;13;24/08/2022;20:10:51;0.0151;131839.59;234725.24;102885.65;2385.75;120;1;Em análise
892;493;13;26/07/2011;23:37:58;0.0191;61159.15;105877.22;44718.07;1522.95;77;4;Em análise
908;167;13;22/12/2015;08:10:11;0.0211;36978.99;51063.39;14084.40;1101.63;59;1;Em análise
1368;972;13;04/08/2010;09:34:38;0.017;165372.26;209244.59;43872.33;3601.21;90;5;Em análise
97;552;14;16/10/2017;15:04:51;0.0201;82610.01;124376.52;41766.51;2000.88;89;0;Em análise
139;722;14;17/12/2011;06:20:56;0.0207;166568.54;214209.91;47641.37;4218.12;83;2;Em análise
320;832;14;14/08/2012;04:04:28;0.023;83896.07;130573.16;46677.09;2324.01;78;5;Em análise
831;930;14;17/01/2018;21:12:44;0.0082;39450.68;47487.52;8036.84;626.25;89;0;Em análise
1068;219;14;04/02/2015;07:48:16;0.0204;40254.62;71168.65;30914.03;1725.26;32;4;Em análise
1425;682;14;17/12/2017;00:23:37;0.0199;41794.26;76403.18;34608.92;1669.24;35;4;Em análise
1486;48;14;10/10/2015;08:34:37;0.0226;77772.97;113222.40;35449.43;79530.64;1;0;Em análise
1988;7;14;05/04/2022;10:57:41;0.0244;82768.58;115375.51;32606.93;4597.20;24;4;Em análise
365;645;15;16/09/2013;16:00:04;0.0168;159566.15;208865.39;49299.24;3359.36;96;3;Em análise
600;521;15;11/01/2014;00:16:06;0.0107;90076.22;146615.74;56539.52;1768.27;74;3;Em análise
961;123;15;31/12/2016;08:17:11;0.0171;152376.97;245028.53;92651.56;3620.80;75;4;Em análise
1061;706;15;05/04/2019;08:25:36;0.0136;103239.02;162632.47;59393.45;2276.50;71;2;Em análise
1279;408;15;16/12/2011;19:08:15;0.0218;68276.90;81102.92;12826.02;2255.81;50;0;Em análise
1201;726;16;24/01/2011;19:42:38;0.0186;90739.47;108373.61;17634.14;2253.43;75;6;Em análise
1617;27;16;13/03/2016;23:48:07;0.0095;25773.70;46882.51;21108.81;380.67;109;6;Em análise
1767;400;16;13/04/2021;20:39:24;0.0123;56569.25;80760.58;24191.33;1338.66;60;3;Em análise
1839;504;16;30/05/2021;06:14:25;0.0155;98488.92;145228.75;46739.83;3154.97;43;3;Em análise
181;667;17;07/04/2016;17:34:04;0.0114;61740.46;82757.33;21016.87;1517.19;55;0;Em análise
189;690;17;27/11/2020;00:26:31;0.0129;19572.89;32461.13;12888.24;732.05;33;1;Em análise
349;147;17;05/01/2012;08:59:53;0.0189;27524.24;52447.68;24923.44;717.27;69;2;Em análise
457;474;17;23/12/2020;02:44:41;0.0084;187030.77;238235.74;51204.97;12541.50;16;3;Em análise
1286;799;17;14/05/2011;04:54:51;0.0185;190959.72;231287.71;40327.99;17891.14;12;5;Em análise
1618;463;17;02/01/2016;20:36:12;0.0211;91289.02;108764.32;17475.30;2233.45;95;2;Em análise
833;324;18;01/09/2021;00:48:21;0.0221;130988.74;162328.81;31340.07;3168.78;112;0;Em análise
1144;235;18;14/07/2010;19:20:51;0.0118;108675.98;210629.13;101953.15;2662.96;56;4;Em análise
1476;928;18;06/12/2018;14:43:05;0.0211;154585.07;236248.08;81663.01;13720.74;13;0;Em análise
1522;273;18;25/05/2010;07:21:37;0.0182;125651.84;236633.76;110981.92;4305.29;42;5;Em análise
1591;260;18;25/09/2010;20:06:42;0.0193;115049.79;199024.51;83974.72;24359.21;5;4;Em análise
1824;708;18;06/04/2016;15:53:27;0.0226;138655.68;197860.73;59205.05;3763.27;80;5;Em análise
737;157;19;30/10/2010;17:18:23;0.0217;99389.95;159316.57;59926.62;2365.91;113;6;Em análise
1326;904;19;01/01/2016;03:17:54;0.0231;25485.40;37107.30;11621.90;771.80;63;2;Em análise
1523;247;19;31/07/2020;08:21:22;0.0215;75466.07;142225.29;66759.22;2536.03;48;3;Em análise
174;530;20;11/06/2011;02:50:28;0.0181;51830.18;93711.89;41881.71;4844.03;12;0;Em análise
233;866;20;26/11/2020;22:35:25;0.0248;33518.43;65218.60;31700.17;4670.74;8;1;Em análise
305;482;20;12/09/2016;23:53:15;0.0198;135352.84;200233.71;64880.87;3440.18;77;0;Em análise
702;910;20;16/10/2014;15:43:01;0.014;98342.11;134155.29;35813.18;3932.17;31;5;Em análise
1379;101;20;28/07/2020;00:07:36;0.0193;53602.97;89103.04;35500.07;1722.76;48;4;Em análise
1850;602;20;14/10/2012;21:55:11;0.0158;11526.10;22325.93;10799.83;223.16;108;4;Em análise
1863;492;20;22/10/2013;12:19:57;0.0151;127406.36;196109.76;68703.40;5780.91;27;4;Em análise
577;752;21;31/03/2019;17:05:35;0.0172;16502.49;28916.44;12413.95;379.08;81;6;Em análise
604;911;21;05/04/2017;17:07:50;0.0095;111488.42;156289.02;44800.60;2542.12;57;0;Em análise
1666;544;21;02/03/2013;00:43:51;0.0239;64049.30;106188.84;42139.54;2124.06;54;2;Em análise
11;706;23;12/04/2015;04:33:31;0.0178;7450.56;11583.22;4132.66;152.29;116;1;Em análise
55;607;23;04/06/2020;16:50:24;0.0169;82374.84;100418.72;18043.88;8269.17;11;2;Em análise
176;599;23;18/02/2010;18:49:39;0.02;123385.95;217428.35;94042.40;16843.39;8;3;Em análise
815;120;23;07/07/2014;13:26:25;0.0135;197133.32;246001.18;48867.86;5372.54;51;3;Em análise
1730;842;23;18/09/2011;14:17:27;0.0096;6452.37;12480.59;6028.22;183.86;43;0;Em análise
1922;252;23;25/09/2015;17:06:36;0.0119;41283.32;67822.99;26539.67;697.52;103;6;Em análise
771;557;24;15/12/2016;14:48:48;0.0159;8192.68;9644.34;1451.66;173.58;88;0;Em análise
1258;139;24;22/02/2014;12:31:44;0.0247;64667.96;79608.76;14940.80;4305.58;19;2;Em análise
434;859;25;27/06/2017;17:45:08;0.0096;52629.60;77727.42;25097.82;1104.49;64;3;Em análise
742;83;25;10/11/2017;16:34:56;0.0113;144793.34;219831.34;75038.00;3375.78;59;4;Em análise
155;140;26;10/08/2010;14:49:13;0.0127;109902.59;205505.77;95603.18;1946.91;100;4;Em análise
183;803;26;03/05/2017;12:20:24;0.0084;140983.59;241213.51;100229.92;2089.49;100;1;Em análise
738;120;26;04/09/2016;11:18:44;0.0108;24392.71;40416.16;16023.45;1426.95;19;5;Em análise
1058;44;26;29/03/2014;13:57:44;0.008;112878.57;162656.39;49777.82;2942.72;46;1;Em análise
1100;904;26;29/06/2017;09:05:28;0.022;168843.92;244055.69;75211.77;5054.88;61;2;Em análise
1526;735;26;29/05/2022;04:33:30;0.0108;110065.12;194494.67;84429.55;8513.42;14;3;Em análise
1648;323;26;21/01/2022;11:07:44;0.0199;10436.76;12302.68;1865.92;229.24;120;6;Em análise
1771;61;26;15/10/2014;00:14:58;0.0225;27737.84;46672.24;18934.40;757.68;78;0;Em análise
1794;559;26;24/04/2019;10:21:51;0.0093;12449.86;17115.37;4665.51;464.13;31;4;Em análise
336;218;27;07/12/2022;00:48:42;0.0087;16572.92;27027.59;10454.67;272.38;87;3;Em análise
570;275;27;20/05/2014;15:55:55;0.0249;17183.36;24405.58;7222.22;462.85;105;5;Em análise
1318;811;27;01/03/2019;10:32:37;0.0217;159992.40;204814.51;44822.11;10365.29;19;3;Em análise
1420;661;27;15/06/2012;09:19:45;0.0229;115475.14;175842.38;60367.24;2958.90;99;6;Em análise
1483;905;27;13/02/2012;03:17:30;0.0235;130116.96;245412.65;115295.69;5396.17;36;4;Em análise
1491;250;27;23/10/2016;12:31:21;0.0106;147577.15;224493.97;76916.82;7555.91;22;3;Em análise
130;959;28;29/03/2013;11:26:37;0.0181;31596.57;59950.75;28354.18;754.89;79;0;Em análise
790;233;28;12/08/2010;19:51:10;0.0135;40280.10;77997.85;37717.75;1129.03;49;0;Em análise
1141;57;28;08/12/2016;06:51:57;0.019;25852.69;48288.60;22435.91;645.64;76;4;Em análise
1695;497;28;14/05/2010;22:57:17;0.0085;22425.95;29841.47;7415.52;349.85;93;0;Em análise
1829;768;28;22/01/2017;02:59:22;0.0181;117945.75;182004.77;64059.02;2609.58;95;0;Em análise
901;865;29;13/02/2012;21:49:42;0.0131;110241.56;140949.38;30707.82;2105.23;89;3;Em análise
1013;410;29;06/12/2015;17:09:10;0.0175;90568.70;173506.78;82938.08;3482.44;35;5;Em análise
1032;250;29;23/05/2010;07:53:02;0.0161;76870.65;136453.06;59582.41;2773.67;37;0;Em análise
1065;400;29;12/07/2019;13:08:43;0.018;91507.72;175569.20;84061.48;3786.78;32;6;Em análise
1714;307;29;24/10/2013;08:19:30;0.0233;110972.56;195170.00;84197.44;3268.16;68;5;Em análise
1860;70;29;19/08/2011;07:03:50;0.0212;70038.21;84072.66;14034.45;2368.39;47;0;Em análise
326;478;30;29/09/2020;02:37:44;0.0231;19627.61;25977.11;6349.50;697.28;46;3;Em análise
825;298;30;19/12/2010;08:59:00;0.0207;186109.74;231127.83;45018.09;12490.44;18;5;Em análise
859;312;30;03/08/2021;05:47:19;0.0085;145554.63;188606.65;43052.02;5517.17;30;0;Em análise
1006;49;30;20/10/2013;02:34:28;0.0121;134857.11;170072.67;35215.56;2243.96;108;6;Em análise
1278;525;30;10/11/2021;10:42:39;0.0172;132846.65;201870.30;69023.65;2623.96;120;5;Em análise
1335;198;30;14/02/2019;13:34:26;0.0158;165204.91;217250.63;52045.72;3125.42;115;5;Em análise
1750;756;30;14/04/2020;11:58:17;0.0211;46664.99;71877.71;25212.72;1290.05;69;4;Em análise
1760;855;30;05/03/2013;04:45:03;0.0098;103363.73;149314.80;45951.07;3201.83;39;5;Em análise
108;322;31;09/09/2015;21:35:42;0.0236;16522.42;25092.26;8569.84;882.47;25;5;Em análise
177;285;31;20/06/2019;19:30:30;0.0137;86285.14;112021.34;25736.20;7291.15;13;3;Em análise
721;247;31;30/03/2011;21:44:36;0.0144;165121.88;201305.07;36183.19;3791.51;69;3;Em análise
735;698;31;25/08/2016;04:41:10;0.0112;22281.63;30661.75;8380.12;350.13;112;6;Em análise
747;403;31;17/11/2015;08:52:56;0.0178;36091.21;71462.40;35371.19;730.33;120;2;Em análise
1092;767;31;06/07/2012;23:57:48;0.0084;129802.84;196604.34;66801.50;65720.32;2;4;Em análise
1248;935;31;13/05/2015;21:11:25;0.0245;106501.49;154995.51;48494.02;3061.68;79;3;Em análise
1332;736;31;10/05/2012;11:32:25;0.0245;45176.08;89767.63;44591.55;1379.31;67;6;Em análise
1827;52;31;17/10/2013;11:31:45;0.0099;187312.95;230434.09;43121.14;3487.97;77;5;Em análise
84;869;32;31/12/2017;19:42:56;0.0173;78125.38;114587.70;36462.32;2476.77;46;5;Em análise
827;246;32;18/05/2013;10:54:23;0.0207;25739.07;47781.82;22042.75;675.06;76;4;Em análise
1385;768;32;09/07/2021;18:19:13;0.0231;139365.42;212969.31;73603.89;4834.88;48;5;Em análise
1665;490;32;14/04/2010;18:17:56;0.0162;109303.53;188133.22;78829.69;3340.16;47;0;Em análise
1880;425;32;11/07/2016;16:55:15;0.0105;77502.48;142132.71;64630.23;2432.10;39;1;Em análise
627;228;33;06/09/2014;07:17:33;0.0107;97977.05;116474.55;18497.50;1618.79;98;5;Em análise
1259;174;33;05/12/2022;14:25:10;0.0237;17247.54;34326.14;17078.60;1137.97;19;6;Em análise
1343;233;33;08/09/2019;02:01:21;0.0206;25643.19;44769.69;19126.50;623.83;92;4;Em análise
1403;104;33;31/12/2017;16:48:23;0.0083;105541.66;181977.25;76435.59;3178.90;39;6;Em análise
1715;874;33;20/02/2016;17:55:53;0.0233;1851.55;2551.30;699.75;47.93;100;0;Em análise
199;592;34;26/05/2021;15:48:16;0.0125;6964.23;11002.49;4038.26;158.73;64;5;Em análise
651;111;34;07/10/2017;21:17:43;0.0191;145257.32;245895.49;100638.17;7361.77;25;5;Em análise
707;825;34;25/03/2010;16:26:46;0.0139;34347.37;52262.39;17915.02;957.67;50;4;Em análise
1097;26;34;28/06/2022;16:07:43;0.0214;145855.94;182661.44;36805.50;4270.31;62;6;Em análise
733;982;35;13/09/2014;18:08:10;0.0213;149854.83;244315.53;94460.70;3516.87;113;1;Em análise
1406;120;35;07/03/2014;08:04:51;0.0149;111251.43;181158.62;69907.19;9476.77;13;3;Em análise
1586;526;35;03/07/2013;02:44:11;0.0131;44197.99;72577.21;28379.22;1426.67;40;4;Em análise
47;56;36;31/12/2021;11:29:02;0.0125;105484.71;145685.49;40200.78;1983.24;88;3;Em análise
836;588;36;25/02/2010;18:00:41;0.0111;27290.08;39950.02;12659.94;923.72;36;1;Em análise
842;917;36;24/11/2014;23:10:04;0.0198;85653.03;109797.61;24144.58;5453.03;19;1;Em análise
1397;619;36;23/08/2012;06:51:29;0.0132;130275.83;159428.49;29152.66;3058.38;63;2;Em análise
1823;145;36;08/01/2019;07:49:03;0.0102;97072.12;139604.99;42532.87;2488.08;50;5;Em análise
1945;191;36;19/05/2018;17:36:28;0.0177;11567.16;20613.62;9046.46;576.60;25;1;Em análise
421;986;37;03/10/2010;14:19:41;0.0248;105677.23;168762.35;63085.12;28077.36;4;4;Em análise
426;231;37;25/04/2015;03:25:28;0.0167;44141.84;62490.81;18348.97;929.99;95;2;Em análise
693;789;37;17/08/2010;16:35:43;0.0148;97544.40;169529.40;71985.00;1843.72;104;2;Em análise
211;816;38;21/03/2012;20:41:52;0.0165;31314.23;48637.75;17323.52;3772.67;9;1;Em análise
283;898;38;15/03/2011;04:20:52;0.0099;96645.43;150680.51;54035.08;1484.42;105;2;Em análise
566;228;38;24/05/2012;15:27:52;0.0211;130658.60;218354.83;87696.23;133415.49;1;6;Em análise
777;914;38;12/03/2015;17:02:22;0.0185;38545.16;57307.10;18761.94;861.30;96;4;Em análise
977;546;38;10/09/2022;08:23:54;0.0121;21209.41;37558.68;16349.27;576.31;49;3;Em análise
1005;751;38;07/11/2018;13:42:08;0.0224;123500.97;173284.34;49783.37;3677.18;63;0;Em análise
163;351;39;24/02/2015;17:31:12;0.0212;42111.08;64496.04;22384.96;1037.10;94;0;Em análise
438;252;39;06/04/2017;21:14:59;0.0188;120199.91;225672.23;105472.32;2933.23;79;0;Em análise
462;647;39;01/02/2014;03:41:21;0.0145;112475.00;197900.88;85425.88;4778.52;29;5;Em análise
843;194;39;19/08/2022;00:55:57;0.018;123546.66;152562.03;29015.37;2520.11;120;1;Em análise
1082;918;39;22/04/2011;04:39:48;0.0109;78303.61;95991.34;17687.73;2768.49;34;5;Em análise
1103;197;39;07/11/2020;12:35:19;0.0142;88369.70;164966.27;76596.57;2671.02;45;6;Em análise
1106;245;39;26/01/2015;02:42:19;0.0128;25582.20;34251.82;8669.62;426.16;115;4;Em análise
273;831;40;09/09/2011;11:24:54;0.0155;64239.20;108649.53;44410.33;1764.80;54;0;Em análise
607;837;40;16/05/2020;11:24:49;0.0248;146669.27;197647.71;50978.44;3981.02;100;2;Em análise
1085;328;40;09/10/2010;18:29:03;0.0115;138021.30;166540.49;28519.19;5975.63;27;6;Em análise
1263;680;40;08/10/2021;21:00:11;0.0183;120055.61;237277.28;117221.67;3254.19;62;1;Em análise
1634;89;40;31/05/2021;18:45:33;0.0096;28144.09;37257.18;9113.09;2023.58;15;4;Em análise
291;417;41;10/02/2018;01:44:53;0.0158;87329.69;169641.19;82311.50;2286.60;59;0;Em análise
520;86;41;29/09/2018;11:28:52;0.015;141778.31;201697.94;59919.63;2621.36;112;5;Em análise
670;49;41;07/02/2022;04:09:33;0.0155;106553.90;165337.10;58783.20;2379.62;77;6;Em análise
950;805;41;25/01/2016;10:11:55;0.0114;65047.89;120998.70;55950.81;1329.24;72;6;Em análise
1509;828;41;17/11/2017;16:49:36;0.0107;20351.40;39761.78;19410.38;527.69;50;1;Em análise
1884;604;41;21/07/2020;19:30:23;0.0152;3439.26;5144.30;1705.04;88.70;59;0;Em análise
1249;935;42;25/04/2017;13:10:28;0.0211;72674.86;129818.38;57143.52;1938.29;75;2;Em análise
1277;235;42;21/08/2022;04:20:52;0.0185;43792.49;64373.18;20580.69;937.25;109;5;Em análise
124;491;43;06/05/2022;10:30:29;0.0212;40044.79;75589.36;35544.57;4119.68;11;6;Em análise
205;425;43;02/04/2020;08:14:39;0.0139;112816.16;197807.13;84990.97;1992.77;112;2;Em análise
256;711;43;02/08/2021;15:02:29;0.0182;97061.75;135058.79;37997.04;2005.23;118;5;Em análise
259;10;43;01/09/2016;23:12:46;0.015;94491.59;160159.63;65668.04;19757.18;5;6;Em análise
800;770;43;10/06/2010;04:49:07;0.0239;145749.30;184197.69;38448.39;3712.09;118;1;Em análise
828;500;43;17/11/2016;13:31:04;0.0203;92781.38;124218.64;31437.26;94664.85;1;0;Em análise
1035;702;43;30/04/2015;14:52:51;0.0082;33306.62;59682.83;26376.21;455.69;112;5;Em análise
1275;59;43;11/04/2018;15:20:22;0.0148;106179.29;193369.16;87189.87;3747.46;37;5;Em análise
1537;815;43;21/11/2016;06:07:09;0.0197;74727.48;91071.93;16344.45;1810.29;86;4;Em análise
255;601;44;31/12/2014;15:09:28;0.0209;21103.62;33450.01;12346.39;484.11;117;3;Em análise
299;6;44;01/07/2012;23:19:12;0.0159;135008.09;246707.05;111698.96;7612.40;21;3;Em análise
789;278;44;13/11/2012;21:00:43;0.0149;70921.47;119311.76;48390.29;1407.11;94;4;Em análise
1247;619;44;13/12/2012;12:13:36;0.0219;104992.85;144608.16;39615.31;2556.60;106;5;Em análise
1873;834;44;16/07/2011;08:55:50;0.0115;27968.99;42190.42;14221.43;2328.61;13;6;Em análise
93;26;45;27/08/2018;07:56:52;0.0169;136405.65;182910.57;46504.92;2690.31;116;4;Em análise
307;749;45;04/02/2015;07:46:29;0.0127;71645.48;102797.14;31151.66;4712.35;17;3;Em análise
366;396;45;26/10/2021;16:31:16;0.0177;98416.12;139390.84;40974.72;2627.23;62;3;Em análise
521;286;45;26/11/2021;04:09:04;0.0249;109917.45;183729.50;73812.05;2943.62;108;5;Em análise
1022;397;45;14/12/2011;11:09:29;0.0081;37584.75;44297.93;6713.18;1153.06;38;6;Em análise
1709;621;45;10/03/2012;19:25:50;0.0232;68060.22;80872.04;12811.82;2129.24;59;5;Em análise
626;555;46;18/02/2012;09:42:41;0.0144;117660.51;194023.58;76363.07;3819.83;41;3;Em análise
656;704;46;28/05/2011;02:50:43;0.009;89337.79;148769.13;59431.34;11624.22;8;4;Em análise
835;61;46;20/04/2015;13:34:13;0.0234;53345.22;70172.13;16826.91;1616.02;64;6;Em análise
874;966;46;29/09/2010;12:06:08;0.0173;32351.58;47233.90;14882.32;8440.70;4;1;Em análise
1302;867;46;01/03/2015;19:34:29;0.0249;34420.33;65887.59;31467.26;1081.06;64;6;Em análise
1352;736;46;06/06/2013;03:36:08;0.0127;52260.98;85080.10;32819.12;2737.75;22;0;Em análise
1939;695;46;21/04/2020;00:53:57;0.0183;3408.60;6487.10;3078.50;73.53;104;1;Em análise
69;920;47;23/07/2011;18:13:10;0.0105;62967.36;109646.59;46679.23;4295.87;16;3;Em análise
89;846;47;07/04/2014;17:12:21;0.0177;141143.10;206149.93;65006.83;4644.36;44;4;Em análise
190;751;47;03/09/2013;12:30:04;0.0237;44464.31;86507.01;42042.70;8037.43;6;6;Em análise
460;909;47;20/12/2021;07:07:30;0.0086;146303.62;178747.63;32444.01;2395.38;87;5;Em análise
694;532;47;30/09/2015;08:08:24;0.01;9563.20;11449.02;1885.82;9658.83;1;3;Em análise
1195;757;47;17/11/2020;14:01:09;0.0195;68847.75;125784.77;56937.02;1513.19;113;0;Em análise
1543;172;47;15/02/2017;20:01:29;0.0233;97455.12;185670.94;88215.82;2709.97;79;2;Em análise
1806;689;47;21/07/2019;20:43:35;0.019;58201.04;101013.62;42812.58;1531.76;68;4;Em análise
303;77;48;21/02/2017;10:55:58;0.0138;32374.58;49216.39;16841.81;1100.52;38;2;Em análise
708;701;48;05/02/2010;00:40:03;0.0136;175641.08;232356.67;56715.59;9671.36;21;4;Em análise
787;473;48;26/09/2018;11:31:21;0.0175;66561.33;104791.67;38230.34;1526.52;83;4;Em análise
1545;152;48;03/02/2011;22:42:37;0.0223;48225.02;87348.45;39123.43;1246.70;90;2;Em análise
1915;500;48;02/10/2022;10:58:19;0.0107;157869.45;203521.03;45651.58;2372.04;117;4;Em análise
405;522;49;24/04/2019;01:38:15;0.0142;21740.29;34760.37;13020.08;439.40;86;5;Em análise
420;8;49;07/05/2014;14:54:03;0.0191;151442.78;249930.50;98487.72;3262.97;115;2;Em análise
525;919;49;19/08/2021;02:39:13;0.0221;134799.25;173739.37;38940.12;3395.49;96;6;Em análise
650;630;49;22/03/2011;04:12:55;0.0194;123530.01;146618.87;23088.86;4396.02;41;6;Em análise
709;422;49;23/03/2022;09:34:46;0.0187;12408.08;16879.89;4471.81;288.54;88;3;Em análise
1282;136;49;05/07/2019;03:25:35;0.0242;37365.01;46000.41;8635.40;1065.33;79;5;Em análise
1341;343;49;13/07/2016;19:47:51;0.0134;132696.23;191665.21;58968.98;2477.77;95;5;Em análise
1668;710;49;26/06/2022;16:49:25;0.024;18369.72;32359.22;13989.50;495.46;93;5;Em análise
9;148;50;23/01/2019;05:38:42;0.0244;14925.18;21038.86;6113.68;397.35;103;2;Em análise
734;928;50;22/06/2015;04:01:44;0.0126;99998.08;170949.08;70951.00;17409.00;6;4;Em análise
234;129;51;24/01/2014;19:03:36;0.0093;51819.51;82445.73;30626.22;718.52;120;1;Em análise
858;370;51;30/06/2018;13:47:13;0.013;72681.24;97406.91;24725.67;3544.82;24;2;Em análise
829;577;52;07/11/2022;12:31:27;0.0188;62615.89;75752.37;13136.48;1594.18;72;5;Em análise
1004;402;52;07/03/2012;23:45:49;0.0243;99075.35;149230.21;50154.86;2587.62;111;4;Em análise
1918;929;52;15/07/2022;15:43:58;0.0247;126271.18;193413.96;67142.78;3330.27;113;6;Em análise
225;480;53;22/12/2013;08:38:46;0.0126;141212.51;171619.62;30407.11;2854.00;78;4;Em análise
419;138;53;02/10/2017;21:31:43;0.0109;81705.00;144915.68;63210.68;2434.91;42;4;Em análise
1959;420;53;01/04/2010;02:11:04;0.02;90472.37;177198.48;86726.11;19194.47;5;5;Em análise
184;278;54;16/12/2011;15:53:32;0.0188;14460.71;20088.18;5627.47;730.29;25;2;Em análise
193;70;54;29/07/2012;08:37:02;0.0098;27901.22;44423.37;16522.15;743.67;47;4;Em análise
295;781;54;31/05/2019;11:50:15;0.0162;154432.60;197437.96;43005.36;5474.28;38;2;Em análise
316;522;54;28/04/2016;00:29:52;0.0248;69030.06;98722.47;29692.41;2275.00;57;1;Em análise
885;38;54;03/01/2010;07:09:19;0.018;134013.13;240794.24;106781.11;3637.33;61;6;Em análise
1560;876;54;20/12/2019;02:23:33;0.0234;91002.52;117029.98;26027.46;3583.27;39;3;Em análise
1871;191;54;31/07/2017;19:50:30;0.0133;21672.60;35604.88;13932.28;676.82;42;1;Em análise
8;742;55;09/07/2020;09:52:07;0.0181;5279.59;9254.20;3974.61;115.90;97;0;Em análise
853;714;55;25/02/2022;22:29:44;0.0171;167446.59;237021.74;69575.15;3520.37;99;6;Em análise
1140;63;55;29/05/2020;05:16:15;0.0138;60985.25;77884.05;16898.80;1223.12;85;1;Em análise
1898;661;55;17/01/2017;03:41:12;0.0186;112496.49;219120.32;106623.83;2366.37;117;1;Em análise
