cod_transacao;num_conta;data_transacao;horario_transacao;nome_transacao;valor_transacao
26095;26;15/01/2013;23:44:21;Compra Crédito;-6.71
26871;26;18/04/2013;12:42:44;Compra Crédito;-11.08
28627;26;06/06/2013;21:27:24;Compra Crédito;-30.58
29603;26;07/06/2013;01:16:58;Compra Crédito;-38.44
29952;26;08/10/2013;06:59:33;Compra Crédito;-24.25
33812;26;29/10/2013;22:33:09;Compra Crédito;-44.94
36935;26;30/10/2013;23:09:17;Compra Crédito;-48.92
39186;26;17/01/2014;23:01:31;Compra Crédito;-17.08
39521;26;19/01/2014;20:40:34;Compra Crédito;-56.44
41050;26;20/04/2020;11:06:06;Compra Crédito;-14.85
41737;26;27/04/2020;00:48:49;Compra Crédito;-34.52
45012;26;27/04/2020;01:42:21;Compra Crédito;-33.58
48642;26;14/07/2020;00:57:39;Compra Crédito;-13.44
49526;26;15/07/2020;16:17:00;Compra Crédito;-95.89
50180;26;15/07/2020;16:29:26;Compra Crédito;-47.84
50300;26;18/07/2020;17:15:24;Compra Crédito;-9.08
50556;26;19/07/2020;13:12:28;Compra Crédito;-73.62
53185;26;26/08/2020;11:01:02;Compra Crédito;-58.59
53616;26;29/08/2020;01:09:33;Compra Crédito;-42.57
54949;26;30/08/2020;23:31:12;Compra Crédito;-40.78
55089;26;30/08/2020;23:46:14;Compra Crédito;-43.30
61388;26;19/10/2020;16:18:58;Compra Crédito;-52.34
2157;282;12/10/2017;23:44:49;Compra Crédito;-69.33
2508;282;13/10/2017;02:05:51;Compra Crédito;-114.67
2972;282;31/10/2017;22:33:18;Compra Crédito;-17.50
4268;282;01/11/2017;00:11:35;Compra Crédito;-68.63
7303;282;03/11/2017;02:52:50;Compra Crédito;-193.55
13530;282;15/11/2017;20:33:28;Compra Crédito;-43.89
15269;282;19/11/2017;18:43:40;Compra Crédito;-25.75
17623;282;20/11/2017;14:36:30;Compra Crédito;-30.55
18227;282;31/01/2018;00:04:01;Compra Crédito;-164.65
19501;282;09/02/2018;08:16:26;Compra Crédito;-29.65
20483;282;11/01/2022;04:50:36;Compra Crédito;-8.26
24929;282;13/08/2022;12:49:11;Compra Crédito;-10.82
25246;282;18/08/2022;11:16:04;Compra Crédito;-34.99
27074;282;03/12/2022;09:57:46;Compra Crédito;-21.17
29841;282;28/12/2022;13:35:27;Compra Crédito;-7.08
34031;282;29/12/2022;23:45:57;Compra Crédito;-14.29
36545;282;29/12/2022;23:57:29;Compra Crédito;-83.45
42056;282;29/12/2022;23:59:54;Compra Crédito;-32.21
42414;282;29/12/2022;23:59:57;Compra Crédito;-30.62
45745;282;30/12/2022;00:00:01;Compra Crédito;-3.72
53997;282;30/12/2022;00:00:01;Compra Crédito;-27.88
56714;282;30/12/2022;00:00:01;Compra Crédito;-16.39
60026;282;30/12/2022;00:00:00;Compra Crédito;-14.89
66923;282;30/12/2022;00:00:01;Compra Crédito;-18.37
68188;282;30/12/2022;00:00:00;Compra Crédito;-38.73
70768;282;30/12/2022;00:00:00;Compra Crédito;-65.69
70877;282;30/12/2022;00:00:01;Compra Crédito;-33.09
1715;538;27/11/2022;15:10:27;Compra Crédito;-46.83
3023;538;28/12/2022;13:31:04;Compra Crédito;-27.81
8939;538;29/12/2022;00:23:56;Compra Crédito;-20.24
12890;538;29/12/2022;23:00:16;Compra Crédito;-44.48
14320;538;29/12/2022;23:56:13;Compra Crédito;-60.22
15066;538;29/12/2022;23:58:33;Compra Crédito;-62.41
23880;538;30/12/2022;00:00:00;Compra Crédito;-176.57
32152;538;30/12/2022;00:00:00;Compra Crédito;-42.23
32604;538;30/12/2022;00:00:00;Compra Crédito;-10.47
34675;538;30/12/2022;00:00:00;Compra Crédito;-11.35
37233;538;30/12/2022;00:00:00;Compra Crédito;-34.62
39098;538;30/12/2022;00:00:00;Compra Crédito;-28.70
41953;538;30/12/2022;00:00:00;Compra Crédito;-32.23
43338;538;30/12/2022;00:00:01;Compra Crédito;-27.78
44442;538;30/12/2022;00:00:00;Compra Crédito;-24.00
47906;538;30/12/2022;00:00:01;Compra Crédito;-74.98
50049;538;30/12/2022;00:00:00;Compra Crédito;-49.18
53229;538;30/12/2022;00:00:01;Compra Crédito;-111.70
56426;538;30/12/2022;00:00:01;Compra Crédito;-29.77
59517;538;30/12/2022;00:00:01;Compra Crédito;-23.24
61509;538;30/12/2022;00:00:01;Compra Crédito;-47.33
64177;538;30/12/2022;00:00:01;Compra Crédito;-36.21
66729;538;30/12/2022;00:00:00;Compra Crédito;-53.26
71207;538;30/12/2022;00:00:01;Compra Crédito;-20.96
2604;794;22/11/2019;15:02:24;Compra Crédito;-55.62
4112;794;22/11/2019;22:02:40;Compra Crédito;-241.06
5189;794;23/11/2019;00:34:20;Compra Crédito;-51.11
6413;794;27/11/2019;13:35:31;Compra Crédito;-37.48
10193;794;28/11/2019;02:19:48;Compra Crédito;-71.14
17788;794;05/03/2021;05:59:20;Compra Crédito;-37.42
20941;794;29/05/2021;21:55:19;Compra Crédito;-59.00
21420;794;30/05/2021;01:57:56;Compra Crédito;-47.64
25608;794;10/06/2021;22:54:22;Compra Crédito;-31.72
26926;794;12/06/2021;08:07:36;Compra Crédito;-49.95
28974;794;14/06/2021;23:35:45;Compra Crédito;-35.92
36060;794;17/09/2021;06:43:25;Compra Crédito;-14.97
42382;794;19/09/2021;12:09:13;Compra Crédito;-32.60
44821;794;29/09/2021;18:44:41;Compra Crédito;-55.43
47055;794;24/12/2021;07:28:35;Compra Crédito;-69.11
47335;794;24/12/2021;07:47:18;Compra Crédito;-23.35
47621;794;29/12/2021;21:22:11;Compra Crédito;-83.52
49058;794;13/06/2022;19:45:35;Compra Crédito;-17.24
49333;794;13/06/2022;23:01:10;Compra Crédito;-30.98
49659;794;13/06/2022;23:27:35;Compra Crédito;-30.39
50675;794;15/06/2022;19:26:12;Compra Crédito;-17.61
53722;794;16/06/2022;17:26:11;Compra Crédito;-23.98
57206;794;30/06/2022;02:35:30;Compra Crédito;-39.26
57758;794;11/09/2022;16:00:15;Compra Crédito;-18.57
71636;794;29/12/2022;23:56:29;Compra Crédito;-38.08
4180;27;06/06/2022;11:55:10;Compra Crédito;-27.63
4197;27;06/06/2022;12:45:20;Compra Crédito;-70.19
5935;27;09/12/2022;01:14:54;Compra Crédito;-26.16
8445;27;21/12/2022;09:29:43;Compra Crédito;-12.89
9651;27;28/12/2022;16:18:09;Compra Crédito;-10.13
15961;27;29/12/2022;23:16:20;Compra Crédito;-94.74
16982;27;29/12/2022;23:23:02;Compra Crédito;-24.55
25926;27;29/12/2022;23:59:26;Compra Crédito;-41.57
37511;27;30/12/2022;00:00:00;Compra Crédito;-57.37
37984;27;30/12/2022;00:00:01;Compra Crédito;-64.37
44069;27;30/12/2022;00:00:00;Compra Crédito;-107.19
47637;27;30/12/2022;00:00:01;Compra Crédito;-18.64
50193;27;30/12/2022;00:00:00;Compra Crédito;-194.51
55282;27;30/12/2022;00:00:00;Compra Crédito;-109.94
55787;27;30/12/2022;00:00:01;Compra Crédito;-13.24
57951;27;30/12/2022;00:00:01;Compra Crédito;-25.31
58555;27;30/12/2022;00:00:00;Compra Crédito;-45.02
59161;27;30/12/2022;00:00:00;Compra Crédito;-15.82
63282;27;30/12/2022;00:00:00;Compra Crédito;-14.44
64195;27;30/12/2022;00:00:00;Compra Crédito;-7.11
66953;27;30/12/2022;00:00:01;Compra Crédito;-6.84
69830;27;30/12/2022;00:00:00;Compra Crédito;-6.04
71086;27;30/12/2022;00:00:01;Compra Crédito;-29.88
7695;283;03/12/2018;16:46:31;Compra Crédito;-8.16
9084;283;05/12/2018;14:36:07;Compra Crédito;-14.84
16275;283;14/01/2019;10:36:47;Compra Crédito;-245.23
17790;283;14/01/2019;20:25:18;Compra Crédito;-16.42
18454;283;14/01/2019;23:32:16;Compra Crédito;-70.43
19995;283;15/01/2019;09:42:24;Compra Crédito;-88.37
24646;283;30/01/2019;06:25:09;Compra Crédito;-32.11
32264;283;31/01/2019;10:27:38;Compra Crédito;-69.03
34763;283;28/03/2019;00:12:54;Compra Crédito;-21.57
39946;283;23/04/2019;23:00:23;Compra Crédito;-33.51
44023;283;24/04/2019;17:47:06;Compra Crédito;-110.85
44434;283;02/05/2019;04:05:35;Compra Crédito;-117.85
44786;283;03/06/2019;23:58:53;Compra Crédito;-28.16
44986;283;04/06/2019;04:50:14;Compra Crédito;-49.08
48010;283;09/06/2019;09:36:09;Compra Crédito;-22.94
51379;283;18/07/2019;09:25:46;Compra Crédito;-19.73
51400;283;04/10/2019;01:31:28;Compra Crédito;-32.65
52741;283;05/10/2019;11:55:19;Compra Crédito;-86.15
53602;283;07/10/2019;20:49:06;Compra Crédito;-124.83
54591;283;07/10/2019;20:53:49;Compra Crédito;-95.45
56605;283;19/01/2020;22:55:59;Compra Crédito;-34.08
58967;283;20/01/2020;01:55:21;Compra Crédito;-25.19
60428;283;01/02/2020;20:25:48;Compra Crédito;-24.15
62295;283;04/02/2020;14:57:55;Compra Crédito;-19.55
63821;283;17/02/2020;11:01:13;Compra Crédito;-83.46
64903;283;17/02/2020;11:04:37;Compra Crédito;-46.88
2054;539;29/04/2011;19:02:54;Compra Crédito;-26.84
4617;539;01/05/2011;05:19:30;Compra Crédito;-90.36
4973;539;02/05/2011;01:03:58;Compra Crédito;-47.34
10280;539;09/07/2011;23:32:24;Compra Crédito;-90.68
12087;539;09/07/2011;23:42:02;Compra Crédito;-77.43
12642;539;10/07/2011;01:18:11;Compra Crédito;-159.18
13948;539;06/01/2012;07:32:33;Compra Crédito;-44.81
14898;539;09/01/2012;07:31:02;Compra Crédito;-4.23
16005;539;15/01/2012;01:27:46;Compra Crédito;-49.16
16502;539;27/01/2012;19:17:15;Compra Crédito;-63.88
16578;539;28/01/2012;03:54:28;Compra Crédito;-29.70
18333;539;21/02/2012;16:16:40;Compra Crédito;-98.95
20098;539;23/02/2012;22:21:58;Compra Crédito;-112.84
24407;539;25/02/2012;01:28:33;Compra Crédito;-52.96
24420;539;28/02/2012;07:01:43;Compra Crédito;-41.84
25186;539;03/09/2012;12:18:04;Compra Crédito;-42.84
27107;539;03/09/2012;15:09:03;Compra Crédito;-44.40
31137;539;08/09/2012;13:23:19;Compra Crédito;-116.28
31510;539;08/09/2012;13:37:22;Compra Crédito;-105.24
33203;539;10/09/2012;10:02:27;Compra Crédito;-148.95
33859;539;21/09/2012;12:30:18;Compra Crédito;-59.66
35564;539;21/09/2012;14:26:48;Compra Crédito;-165.37
43655;539;27/09/2012;01:04:35;Compra Crédito;-21.78
46944;539;02/12/2012;01:43:39;Compra Crédito;-23.72
50240;539;04/12/2012;07:07:58;Compra Crédito;-25.13
53817;539;20/03/2013;10:11:22;Compra Crédito;-21.24
54426;539;20/03/2013;10:25:52;Compra Crédito;-24.51
56249;539;06/04/2013;06:12:34;Compra Crédito;-22.98
60699;539;02/02/2015;17:09:05;Compra Crédito;-286.32
64103;539;25/09/2015;11:33:15;Compra Crédito;-120.84
1858;795;01/03/2022;06:44:16;Compra Crédito;-56.99
2845;795;02/03/2022;07:34:16;Compra Crédito;-64.93
5353;795;29/03/2022;02:59:52;Compra Crédito;-147.58
14902;795;29/12/2022;03:35:46;Compra Crédito;-88.31
18164;795;29/12/2022;22:52:30;Compra Crédito;-14.15
20432;795;29/12/2022;23:41:44;Compra Crédito;-8.28
21261;795;29/12/2022;23:51:15;Compra Crédito;-12.01
25473;795;29/12/2022;00:00:00;Compra Crédito;-378.20
31693;795;29/12/2022;23:59:59;Compra Crédito;-20.47
32821;795;29/12/2022;23:59:59;Compra Crédito;-20.27
33893;795;29/12/2022;00:00:00;Compra Crédito;-53.31
35345;795;29/12/2022;00:00:00;Compra Crédito;-11.42
36039;795;29/12/2022;00:00:00;Compra Crédito;-32.83
44741;795;29/12/2022;00:00:00;Compra Crédito;-14.19
61392;795;29/12/2022;23:59:59;Compra Crédito;-28.45
63426;795;29/12/2022;23:59:59;Compra Crédito;-39.50
67042;795;29/12/2022;00:00:00;Compra Crédito;-27.95
67271;795;29/12/2022;23:59:59;Compra Crédito;-115.72
68447;795;29/12/2022;23:59:59;Compra Crédito;-33.79
68663;795;29/12/2022;00:00:00;Compra Crédito;-15.65
2347;28;26/04/2017;01:50:46;Compra Crédito;-8.31
7737;28;27/04/2017;18:13:53;Compra Crédito;-13.07
9050;28;19/05/2017;06:42:24;Compra Crédito;-13.26
10225;28;20/05/2017;05:28:01;Compra Crédito;-21.13
26995;28;22/06/2017;05:55:07;Compra Crédito;-33.90
29483;28;23/06/2017;05:21:01;Compra Crédito;-23.10
31184;28;24/06/2017;10:26:55;Compra Crédito;-59.87
31596;28;26/06/2017;03:06:29;Compra Crédito;-83.52
33076;28;15/08/2017;06:01:10;Compra Crédito;-52.67
33618;28;15/08/2017;10:00:36;Compra Crédito;-74.61
35668;28;25/08/2017;20:19:19;Compra Crédito;-30.59
38697;28;10/10/2017;15:41:02;Compra Crédito;-21.56
38885;28;19/10/2017;13:15:08;Compra Crédito;-174.72
41238;28;10/08/2019;05:00:21;Compra Crédito;-33.49
42526;28;10/08/2019;11:00:59;Compra Crédito;-15.31
43602;28;10/08/2019;22:33:24;Compra Crédito;-38.15
48120;28;16/08/2019;04:16:46;Compra Crédito;-15.27
49339;28;16/08/2019;21:47:34;Compra Crédito;-30.45
49986;28;17/08/2019;06:07:56;Compra Crédito;-70.34
51470;28;17/08/2019;13:44:54;Compra Crédito;-232.76
55388;28;24/08/2019;13:23:36;Compra Crédito;-185.43
55753;28;24/08/2019;23:27:39;Compra Crédito;-197.45
55922;28;25/08/2019;11:08:03;Compra Crédito;-71.84
58626;28;03/09/2019;09:53:57;Compra Crédito;-14.03
58803;28;05/10/2019;05:47:44;Compra Crédito;-36.36
60415;28;06/10/2019;12:18:09;Compra Crédito;-20.22
60449;28;12/10/2019;05:23:12;Compra Crédito;-26.75
61572;28;13/10/2019;19:05:07;Compra Crédito;-30.59
63982;28;15/10/2019;06:47:11;Compra Crédito;-59.58
69517;28;24/11/2019;06:02:48;Compra Crédito;-74.72
3409;284;09/03/2020;05:48:18;Compra Crédito;-47.15
4738;284;10/03/2020;16:03:51;Compra Crédito;-19.96
6363;284;18/03/2020;18:16:09;Compra Crédito;-6.74
7885;284;07/04/2020;00:05:50;Compra Crédito;-16.84
11822;284;07/04/2020;06:13:59;Compra Crédito;-56.53
12512;284;08/04/2020;20:10:35;Compra Crédito;-10.76
12763;284;23/04/2020;16:28:07;Compra Crédito;-7.23
21364;284;05/06/2022;15:22:31;Compra Crédito;-41.59
24102;284;06/06/2022;12:42:07;Compra Crédito;-19.36
31697;284;10/07/2022;10:31:03;Compra Crédito;-11.98
36378;284;18/07/2022;06:36:15;Compra Crédito;-51.85
37346;284;28/07/2022;20:54:19;Compra Crédito;-10.59
42941;284;09/08/2022;11:53:24;Compra Crédito;-55.12
45081;284;16/08/2022;06:19:50;Compra Crédito;-20.36
46521;284;16/11/2022;06:51:57;Compra Crédito;-28.03
51479;284;10/12/2022;09:17:30;Compra Crédito;-14.92
56500;284;23/12/2022;08:44:09;Compra Crédito;-48.74
61367;284;27/12/2022;11:47:00;Compra Crédito;-24.46
61544;284;27/12/2022;18:24:38;Compra Crédito;-22.19
63707;284;29/12/2022;05:09:39;Compra Crédito;-26.89
64052;284;29/12/2022;07:25:16;Compra Crédito;-69.40
70938;284;29/12/2022;22:04:26;Compra Crédito;-17.29
3544;540;22/12/2018;10:40:41;Compra Crédito;-82.07
5579;540;22/12/2018;11:33:53;Compra Crédito;-36.89
5811;540;19/02/2019;12:33:43;Compra Crédito;-56.00
7557;540;19/02/2019;15:10:24;Compra Crédito;-22.23
14664;540;22/02/2019;15:52:06;Compra Crédito;-85.41
20703;540;25/05/2019;22:46:03;Compra Crédito;-47.83
24301;540;02/06/2019;09:52:29;Compra Crédito;-243.74
26089;540;25/06/2019;13:43:56;Compra Crédito;-35.17
29585;540;11/07/2019;18:00:54;Compra Crédito;-50.72
29783;540;11/07/2019;19:35:26;Compra Crédito;-67.19
30349;540;15/07/2019;02:06:42;Compra Crédito;-16.02
30396;540;17/07/2019;12:49:49;Compra Crédito;-330.70
32255;540;18/07/2019;13:35:40;Compra Crédito;-19.71
33764;540;01/08/2019;11:53:32;Compra Crédito;-85.68
35873;540;11/01/2020;23:27:07;Compra Crédito;-7.35
36417;540;11/01/2020;23:54:03;Compra Crédito;-21.93
36769;540;11/01/2020;23:59:48;Compra Crédito;-31.21
38410;540;12/01/2020;18:29:07;Compra Crédito;-10.54
39071;540;13/01/2020;03:09:02;Compra Crédito;-27.69
43722;540;17/01/2020;22:31:58;Compra Crédito;-55.08
45856;540;18/01/2020;05:24:07;Compra Crédito;-29.25
48776;540;19/01/2020;17:57:35;Compra Crédito;-86.07
50715;540;20/01/2020;18:55:30;Compra Crédito;-22.61
53818;540;12/02/2021;07:49:41;Compra Crédito;-32.70
55635;540;10/04/2021;14:12:52;Compra Crédito;-51.73
59253;540;17/05/2021;17:03:45;Compra Crédito;-39.83
66381;540;12/06/2021;12:03:05;Compra Crédito;-30.70
71195;540;19/08/2021;00:15:42;Compra Crédito;-25.85
3176;796;08/03/2020;19:47:20;Compra Crédito;-30.97
4571;796;10/03/2020;21:33:11;Compra Crédito;-36.07
5403;796;15/03/2020;15:12:35;Compra Crédito;-8.25
8644;796;15/03/2020;17:55:04;Compra Crédito;-79.63
13759;796;15/03/2020;18:22:12;Compra Crédito;-273.61
16045;796;29/03/2020;04:53:26;Compra Crédito;-26.54
16453;796;29/03/2020;10:02:18;Compra Crédito;-37.49
17535;796;29/03/2020;13:07:20;Compra Crédito;-18.89
21776;796;21/06/2020;07:13:30;Compra Crédito;-29.23
22579;796;21/06/2020;13:26:26;Compra Crédito;-49.51
22799;796;22/06/2020;02:36:58;Compra Crédito;-67.41
25347;796;22/06/2020;03:13:56;Compra Crédito;-61.76
28897;796;23/12/2020;05:16:52;Compra Crédito;-43.60
46079;796;11/01/2022;11:36:09;Compra Crédito;-98.51
53227;796;29/06/2022;09:22:42;Compra Crédito;-13.99
53414;796;29/06/2022;09:39:11;Compra Crédito;-39.81
58325;796;11/07/2022;02:59:31;Compra Crédito;-3.73
60645;796;12/07/2022;06:22:12;Compra Crédito;-87.82
64455;796;13/07/2022;08:27:57;Compra Crédito;-43.46
69652;796;17/11/2022;16:40:51;Compra Crédito;-65.10
71106;796;30/11/2022;08:27:05;Compra Crédito;-50.76
2186;29;06/05/2019;14:30:05;Compra Crédito;-22.23
2658;29;07/10/2019;17:21:18;Compra Crédito;-7.02
4157;29;10/10/2019;12:32:25;Compra Crédito;-18.76
4881;29;10/10/2019;13:09:00;Compra Crédito;-5.39
9405;29;13/03/2021;12:26:43;Compra Crédito;-25.63
14612;29;05/04/2021;15:24:22;Compra Crédito;-33.48
15255;29;05/04/2021;17:37:00;Compra Crédito;-70.26
17273;29;24/06/2021;12:21:28;Compra Crédito;-42.33
17551;29;24/06/2021;12:22:38;Compra Crédito;-16.84
29723;29;10/09/2022;00:25:13;Compra Crédito;-48.20
37193;29;19/11/2022;16:22:27;Compra Crédito;-33.13
46694;29;19/12/2022;14:46:58;Compra Crédito;-61.94
51796;29;23/12/2022;14:36:22;Compra Crédito;-168.17
55751;29;27/12/2022;17:39:05;Compra Crédito;-77.11
56878;29;28/12/2022;10:49:41;Compra Crédito;-7.39
63060;29;29/12/2022;23:53:33;Compra Crédito;-37.25
63925;29;29/12/2022;23:59:44;Compra Crédito;-35.21
64034;29;29/12/2022;23:59:49;Compra Crédito;-54.22
67011;29;30/12/2022;00:00:01;Compra Crédito;-76.29
69578;29;30/12/2022;00:00:00;Compra Crédito;-7.74
4516;285;21/08/2017;19:42:45;Compra Crédito;-12.97
4626;285;22/08/2017;17:43:31;Compra Crédito;-32.13
5645;285;22/08/2017;17:57:36;Compra Crédito;-13.72
8493;285;17/03/2018;03:42:12;Compra Crédito;-30.50
8996;285;19/03/2018;23:02:23;Compra Crédito;-7.62
14795;285;29/12/2020;04:53:54;Compra Crédito;-52.10
16798;285;08/12/2022;22:00:49;Compra Crédito;-63.67
20036;285;20/12/2022;22:23:44;Compra Crédito;-16.98
24052;285;22/12/2022;16:30:49;Compra Crédito;-26.54
24490;285;23/12/2022;11:33:50;Compra Crédito;-90.80
30056;285;29/12/2022;20:45:09;Compra Crédito;-53.12
35706;285;29/12/2022;23:58:16;Compra Crédito;-27.89
45522;285;30/12/2022;00:00:00;Compra Crédito;-19.76
47052;285;30/12/2022;00:00:01;Compra Crédito;-68.61
55565;285;30/12/2022;00:00:00;Compra Crédito;-46.57
55966;285;30/12/2022;00:00:00;Compra Crédito;-55.51
56507;285;30/12/2022;00:00:00;Compra Crédito;-27.78
58510;285;30/12/2022;00:00:00;Compra Crédito;-82.32
59599;285;30/12/2022;00:00:00;Compra Crédito;-38.49
60375;285;30/12/2022;00:00:00;Compra Crédito;-79.93
63421;285;30/12/2022;00:00:00;Compra Crédito;-45.69
4947;541;30/05/2019;21:06:05;Compra Crédito;-16.51
12599;541;31/07/2019;01:49:25;Compra Crédito;-25.69
13034;541;06/08/2019;17:39:41;Compra Crédito;-24.39
14427;541;11/08/2019;05:16:54;Compra Crédito;-3.16
16504;541;04/08/2021;18:31:42;Compra Crédito;-24.80
16894;541;29/08/2021;13:48:53;Compra Crédito;-20.90
20734;541;30/10/2021;03:03:50;Compra Crédito;-29.56
21159;541;08/12/2021;22:38:19;Compra Crédito;-50.73
28418;541;07/01/2022;07:24:12;Compra Crédito;-50.51
30721;541;07/01/2022;10:09:09;Compra Crédito;-44.16
35164;541;10/01/2022;06:37:26;Compra Crédito;-71.54
38828;541;10/01/2022;10:57:40;Compra Crédito;-140.34
50858;541;07/11/2022;17:33:04;Compra Crédito;-221.91
53371;541;26/11/2022;06:38:35;Compra Crédito;-38.08
55725;541;26/11/2022;09:09:02;Compra Crédito;-21.09
57233;541;12/12/2022;22:55:44;Compra Crédito;-76.87
64134;541;26/12/2022;16:51:05;Compra Crédito;-67.47
71613;541;29/12/2022;18:21:46;Compra Crédito;-35.56
2407;797;03/02/2019;21:45:10;Compra Crédito;-7.89
11163;797;23/06/2019;13:48:14;Compra Crédito;-9.33
13666;797;08/08/2022;23:08:35;Compra Crédito;-16.61
14910;797;09/08/2022;01:11:13;Compra Crédito;-39.76
15319;797;13/08/2022;10:51:51;Compra Crédito;-38.81
15496;797;17/08/2022;22:13:02;Compra Crédito;-10.65
23791;797;12/11/2022;23:32:16;Compra Crédito;-17.34
23836;797;13/11/2022;01:12:31;Compra Crédito;-8.08
30698;797;29/12/2022;23:42:34;Compra Crédito;-14.88
32636;797;29/12/2022;23:58:59;Compra Crédito;-23.62
39182;797;30/12/2022;00:00:00;Compra Crédito;-13.31
40907;797;30/12/2022;00:00:00;Compra Crédito;-83.53
41403;797;30/12/2022;00:00:00;Compra Crédito;-15.81
43187;797;30/12/2022;00:00:00;Compra Crédito;-74.86
45480;797;30/12/2022;00:00:00;Compra Crédito;-29.40
55526;797;30/12/2022;00:00:00;Compra Crédito;-8.26
58769;797;30/12/2022;00:00:00;Compra Crédito;-24.52
58876;797;30/12/2022;00:00:00;Compra Crédito;-47.18
59421;797;30/12/2022;00:00:01;Compra Crédito;-8.36
62390;797;30/12/2022;00:00:00;Compra Crédito;-66.46
62696;797;30/12/2022;00:00:01;Compra Crédito;-12.33
67392;797;30/12/2022;00:00:00;Compra Crédito;-15.15
69436;797;30/12/2022;00:00:01;Compra Crédito;-19.47
71405;797;30/12/2022;00:00:01;Compra Crédito;-25.60
2974;30;10/03/2018;12:04:39;Compra Crédito;-65.56
3539;30;14/05/2018;16:32:39;Compra Crédito;-27.68
4129;30;20/05/2018;08:04:34;Compra Crédito;-17.74
7585;30;23/05/2018;13:54:46;Compra Crédito;-18.29
11463;30;03/04/2019;22:29:06;Compra Crédito;-21.96
14844;30;21/01/2020;03:42:21;Compra Crédito;-15.59
17368;30;02/02/2020;00:49:35;Compra Crédito;-44.84
17991;30;02/02/2020;00:52:34;Compra Crédito;-16.30
19660;30;05/02/2020;20:49:18;Compra Crédito;-3.52
24062;30;02/03/2020;05:52:33;Compra Crédito;-11.74
24591;30;08/03/2020;11:51:53;Compra Crédito;-56.60
27757;30;01/06/2020;10:22:23;Compra Crédito;-18.35
32696;30;30/10/2020;11:46:45;Compra Crédito;-8.11
33101;30;01/11/2020;17:30:04;Compra Crédito;-195.02
33292;30;01/11/2020;19:55:28;Compra Crédito;-19.16
35240;30;03/11/2020;01:52:06;Compra Crédito;-50.47
36735;30;20/11/2020;20:12:56;Compra Crédito;-79.15
42364;30;02/12/2022;16:32:24;Compra Crédito;-49.81
43871;30;18/12/2022;11:16:00;Compra Crédito;-124.42
54760;30;29/12/2022;19:45:35;Compra Crédito;-133.33
58957;30;29/12/2022;23:44:09;Compra Crédito;-21.56
6283;286;26/07/2021;12:27:00;Compra Crédito;-150.89
7138;286;26/07/2021;18:29:23;Compra Crédito;-64.65
7590;286;01/08/2021;19:45:22;Compra Crédito;-21.62
8622;286;03/08/2021;01:54:41;Compra Crédito;-28.09
8902;286;03/08/2021;14:23:22;Compra Crédito;-166.24
10881;286;24/09/2021;07:34:51;Compra Crédito;-58.58
12887;286;27/09/2021;06:41:24;Compra Crédito;-66.09
13051;286;19/11/2021;15:48:44;Compra Crédito;-106.99
13503;286;19/11/2021;17:11:09;Compra Crédito;-12.52
21157;286;19/02/2022;08:28:19;Compra Crédito;-117.83
29643;286;20/03/2022;21:45:37;Compra Crédito;-21.08
29731;286;21/03/2022;06:37:22;Compra Crédito;-52.50
31367;286;21/03/2022;12:49:32;Compra Crédito;-81.83
42685;286;05/05/2022;17:22:11;Compra Crédito;-23.54
42943;286;06/05/2022;01:49:11;Compra Crédito;-110.95
48980;286;29/06/2022;23:11:07;Compra Crédito;-11.10
59116;286;28/12/2022;08:57:00;Compra Crédito;-5.64
63031;286;28/12/2022;21:29:19;Compra Crédito;-51.87
67008;286;29/12/2022;15:04:18;Compra Crédito;-15.88
68805;286;29/12/2022;23:35:48;Compra Crédito;-34.96
3062;542;22/06/2022;07:58:45;Compra Crédito;-21.42
3248;542;22/06/2022;08:53:06;Compra Crédito;-118.07
16112;542;26/06/2022;21:13:06;Compra Crédito;-29.82
26745;542;19/09/2022;02:45:45;Compra Crédito;-13.15
27807;542;09/10/2022;17:16:34;Compra Crédito;-5.96
33774;542;26/12/2022;23:43:58;Compra Crédito;-9.92
36372;542;28/12/2022;17:33:52;Compra Crédito;-57.33
49764;542;29/12/2022;23:58:55;Compra Crédito;-8.75
54049;542;29/12/2022;23:59:48;Compra Crédito;-31.66
56156;542;30/12/2022;00:00:00;Compra Crédito;-46.33
56365;542;30/12/2022;00:00:00;Compra Crédito;-19.22
56663;542;30/12/2022;00:00:00;Compra Crédito;-25.83
57648;542;30/12/2022;00:00:01;Compra Crédito;-25.48
58629;542;30/12/2022;00:00:01;Compra Crédito;-41.93
71260;542;30/12/2022;00:00:00;Compra Crédito;-139.27
6830;798;04/12/2015;11:22:35;Compra Crédito;-66.27
8177;798;05/12/2015;15:28:18;Compra Crédito;-37.97
15300;798;06/02/2017;06:00:10;Compra Crédito;-50.26
16468;798;06/02/2017;08:08:00;Compra Crédito;-21.31
18359;798;08/02/2017;21:33:12;Compra Crédito;-148.39
19228;798;08/02/2017;22:47:10;Compra Crédito;-16.34
23191;798;30/03/2017;14:22:54;Compra Crédito;-80.36
24676;798;05/04/2017;22:55:18;Compra Crédito;-22.76
25684;798;06/04/2017;06:00:53;Compra Crédito;-14.85
26482;798;06/04/2017;06:58:54;Compra Crédito;-49.57
28634;798;07/04/2017;12:13:04;Compra Crédito;-9.09
30637;798;10/04/2017;04:52:39;Compra Crédito;-13.49
35262;798;13/05/2017;06:45:04;Compra Crédito;-50.46
